Jersey,Name,Position,Age,Height,Weight,Years,College,Team,PositionGrp,Side,Playtime
41,Randall Jette,CB,23,72,191,0,Massachusetts,Green Bay,Defensive Back,Defense,Rookie
,Warren Gatewood,CB,22,72,174,0,Alcorn State,Green Bay,Defensive Back,Defense,Rookie
28,Josh Hawkins,CB,23,70,183,0,East Carolina,Green Bay,Defensive Back,Defense,Rookie
37,Sam Shields,CB,28,71,184,7,Miami,Green Bay,Defensive Back,Defense,5-8 Yrs
39,Demetri Goodson,CB,27,71,197,3,Baylor,Green Bay,Defensive Back,Defense,1-4 Yrs
24,Quinten Rollins,CB,24,71,195,2,Miami (OH),Green Bay,Defensive Back,Defense,1-4 Yrs
20,Makinton Dorleant,CB,23,71,185,0,Northern Iowa,Green Bay,Defensive Back,Defense,Rookie
23,Damarious Randall,CB,23,71,196,2,Arizona State,Green Bay,Defensive Back,Defense,1-4 Yrs
31,Robertson Daniel,CB,24,73,210,1,BYU,Green Bay,Defensive Back,Defense,1-4 Yrs
36,LaDarius Gunter,CB,24,74,201,2,Miami,Green Bay,Defensive Back,Defense,1-4 Yrs
76,Mike Daniels,DE,27,72,310,5,Iowa,Green Bay,Front Seven,Defense,5-8 Yrs
95,Datone Jones,DE,25,76,285,4,UCLA,Green Bay,Front Seven,Defense,1-4 Yrs
77,B.J. McBryde,DE,24,77,304,2,Connecticut,Green Bay,Front Seven,Defense,1-4 Yrs
94,Dean Lowry,DE,22,77,282,0,Northwestern,Green Bay,Front Seven,Defense,Rookie
99,Christian Ringo,DT,24,73,298,1,Louisiana Lafayette,Green Bay,Front Seven,Defense,1-4 Yrs
,Demetris Anderson,DT,24,74,304,0,UCF,Green Bay,Front Seven,Defense,Rookie
90,Tyler Kuder,DT,24,75,305,0,Idaho State,Green Bay,Front Seven,Defense,Rookie
96,Brian Price,DT,22,75,322,0,Texas San Antonio,Green Bay,Front Seven,Defense,Rookie
97,Kenny Clark,DT,20,75,310,0,UCLA,Green Bay,Front Seven,Defense,Rookie
98,Letroy Guion,DT,29,76,322,9,Florida State,Green Bay,Front Seven,Defense,9-12 Yrs
64,Mike Pennel,DT,25,76,332,3,Colorado State-Pueblo,Green Bay,Front Seven,Defense,1-4 Yrs
22,Aaron Ripkowski,FB,23,73,246,2,Oklahoma,Green Bay,Tailback,Offense,1-4 Yrs
,Alstevis Squirewell,FB,23,73,270,0,Newberry,Green Bay,Tailback,Offense,Rookie
33,Micah Hyde,FS,25,72,197,4,Iowa,Green Bay,Defensive Back,Defense,1-4 Yrs
21,Ha Ha Clinton-Dix,FS,23,73,208,3,Alabama,Green Bay,Defensive Back,Defense,1-4 Yrs
65,Lane Taylor,G,26,75,324,4,Oklahoma State,Green Bay,Offensive Line,Offense,1-4 Yrs
,Lucas Patrick,G,22,76,311,0,Duke,Green Bay,Offensive Line,Offense,Rookie
74,Matt Rotheram,G,24,77,325,1,Pittsburgh,Green Bay,Offensive Line,Offense,1-4 Yrs
58,Sam Barrington,LB,25,73,240,4,South Florida,Green Bay,Front Seven,Defense,1-4 Yrs
48,Joe Thomas,LB,25,73,227,2,South Carolina State,Green Bay,Front Seven,Defense,1-4 Yrs
54,Carl Bradford,LB,23,73,245,2,Arizona State,Green Bay,Front Seven,Defense,1-4 Yrs
43,Beniquez Brown,LB,23,73,229,0,Mississippi State,Green Bay,Front Seven,Defense,Rookie
45,Manoa Pikula,LB,23,73,236,0,BYU,Green Bay,Front Seven,Defense,Rookie
47,Jake Ryan,LB,24,74,240,2,Michigan,Green Bay,Front Seven,Defense,1-4 Yrs
4,Blake Martinez,LB,22,74,237,0,Stanford,Green Bay,Front Seven,Defense,Rookie
52,Clay Matthews,LB,30,75,255,8,USC,Green Bay,Front Seven,Defense,5-8 Yrs
53,Nick Perry,LB,26,75,265,5,USC,Green Bay,Front Seven,Defense,5-8 Yrs
55,Lerentee McCray,LB,25,75,249,4,Florida,Green Bay,Front Seven,Defense,1-4 Yrs
91,Jayrone Elliott,LB,24,75,255,3,Toledo,Green Bay,Front Seven,Defense,1-4 Yrs
46,Reggie Gilbert,LB,23,76,262,0,Arizona,Green Bay,Front Seven,Defense,Rookie
9,Kyler Fackrell,LB,24,77,245,0,Utah State,Green Bay,Front Seven,Defense,Rookie
56,Julius Peppers,LB,36,79,287,15,North Carolina,Green Bay,Front Seven,Defense,13+ Yrs
59,Rick Lovato,LS,23,74,235,1,Old Dominion,Green Bay,Special Teams,Special Teams,1-4 Yrs
71,Josh Sitton,OG,30,75,318,9,UCF,Green Bay,Offensive Line,Offense,9-12 Yrs
70,T.J. Lang,OG,28,76,318,8,Eastern Michigan,Green Bay,Offensive Line,Offense,5-8 Yrs
79,Josh Walker,OG,25,77,328,2,Middle Tennessee,Green Bay,Offensive Line,Offense,1-4 Yrs
67,Don Barclay,OT,27,76,305,5,West Virginia,Green Bay,Offensive Line,Offense,5-8 Yrs
73,JC Tretter,OT,25,76,307,4,Cornell,Green Bay,Offensive Line,Offense,1-4 Yrs
69,David Bakhtiari,OT,24,76,310,4,Colorado,Green Bay,Offensive Line,Offense,1-4 Yrs
75,Bryan Bulaga,OT,27,77,314,7,Iowa,Green Bay,Offensive Line,Offense,5-8 Yrs
78,Jason Spriggs,OT,22,77,301,0,Indiana,Green Bay,Offensive Line,Offense,Rookie
72,Josh James,OT,23,78,315,0,Carroll (MT),Green Bay,Offensive Line,Offense,Rookie
78,Kyle Murphy,OT,22,78,305,0,Stanford,Green Bay,Offensive Line,Offense,Rookie
8,Tim Masthay,P,29,73,200,7,Kentucky,Green Bay,Special Teams,Special Teams,5-8 Yrs
1,Peter Mortell,P,23,74,200,0,Minnesota,Green Bay,Special Teams,Special Teams,Rookie
2,Mason Crosby,PK,31,73,207,10,Colorado,Green Bay,Special Teams,Special Teams,9-12 Yrs
6,Joe Callahan,QB,23,73,215,0,null,Green Bay,QB,Offense,Rookie
12,Aaron Rodgers,QB,32,74,225,12,California,Green Bay,QB,Offense,9-12 Yrs
,Marquise Williams,QB,23,74,216,0,North Carolina,Green Bay,QB,Offense,Rookie
7,Brett Hundley,QB,23,75,226,2,UCLA,Green Bay,QB,Offense,1-4 Yrs
38,John Crockett,RB,24,72,217,1,North Dakota State,Green Bay,Tailback,Offense,1-4 Yrs
,Brandon Burks,RB,22,69,194,0,Troy,Green Bay,Tailback,Offense,Rookie
,Brandon Ross,RB,,70,205,0,Maryland,Green Bay,Tailback,Offense,Rookie
26,Don Jackson,RB,22,70,209,0,Nevada,Green Bay,Tailback,Offense,Rookie
27,Eddie Lacy,RB,26,71,234,4,Alabama,Green Bay,Tailback,Offense,1-4 Yrs
44,James Starks,RB,30,74,218,7,Buffalo,Green Bay,Tailback,Offense,5-8 Yrs
,Jermaine Whitehead,S,23,71,197,1,Auburn,Green Bay,Defensive Back,Defense,1-4 Yrs
29,Kentrell Brice,S,21,71,201,0,Louisiana Tech,Green Bay,Defensive Back,Defense,Rookie
25,Marwin Evans,S,23,73,194,0,Utah State,Green Bay,Defensive Back,Defense,Rookie
32,Chris Banjo,SS,26,70,207,3,SMU,Green Bay,Defensive Back,Defense,1-4 Yrs
42,Morgan Burnett,SS,27,73,209,7,Georgia Tech,Green Bay,Defensive Back,Defense,5-8 Yrs
80,Justin Perillo,TE,25,75,250,3,Maine,Green Bay,Tight End,Offense,1-4 Yrs
,Casey Pierce,TE,24,75,244,1,Kent State,Green Bay,Tight End,Offense,1-4 Yrs
86,Kennard Backman,TE,23,75,245,2,UAB,Green Bay,Tight End,Offense,1-4 Yrs
82,Richard Rodgers,TE,24,76,257,3,California,Green Bay,Tight End,Offense,1-4 Yrs
85,Mitchell Henry,TE,23,76,252,1,Western Kentucky,Green Bay,Tight End,Offense,1-4 Yrs
,Jared Cook,TE,29,77,254,8,South Carolina,Green Bay,Tight End,Offense,5-8 Yrs
88,Ty Montgomery,WR,23,72,216,2,Stanford,Green Bay,Wide Receiver,Offense,1-4 Yrs
18,Randall Cobb,WR,25,70,192,6,Kentucky,Green Bay,Wide Receiver,Offense,5-8 Yrs
84,Jared Abbrederis,WR,25,73,195,3,Wisconsin,Green Bay,Wide Receiver,Offense,1-4 Yrs
17,Davante Adams,WR,23,73,215,3,Fresno State,Green Bay,Wide Receiver,Offense,1-4 Yrs
10,Jamel Johnson,WR,25,74,227,1,Alabama State,Green Bay,Wide Receiver,Offense,1-4 Yrs
19,Ed Williams,WR,25,74,195,1,Fort Hays State,Green Bay,Wide Receiver,Offense,1-4 Yrs
9,Trevor Davis,WR,23,74,185,0,California,Green Bay,Wide Receiver,Offense,Rookie
16,Herb Waters,WR,23,74,194,0,Miami,Green Bay,Wide Receiver,Offense,Rookie
87,Jordy Nelson,WR,31,75,217,9,Kansas State,Green Bay,Wide Receiver,Offense,9-12 Yrs
83,Jeff Janis,WR,25,75,219,3,Saginaw Valley,Green Bay,Wide Receiver,Offense,1-4 Yrs
81,Geronimo Allison,WR,22,76,200,0,Illinois,Green Bay,Wide Receiver,Offense,Rookie
46,Jonathan Weeks,C,30,70,246,7,Baylor,Houston,Offensive Line,Offense,5-8 Yrs
65,Greg Mancz,C,24,76,301,2,Toledo,Houston,Offensive Line,Offense,1-4 Yrs
72,Nick Martin,C,23,76,296,0,Notre Dame,Houston,Offensive Line,Offense,Rookie
68,Tony Bergstrom,C,29,77,315,5,Utah,Houston,Offensive Line,Offense,5-8 Yrs
64,Dalton Freeman,C,26,77,291,2,Clemson,Houston,Offensive Line,Offense,1-4 Yrs
21,A.J. Bouye,CB,24,72,191,4,UCF,Houston,Defensive Back,Defense,1-4 Yrs
32,Robert Nelson,CB,26,69,175,2,Arizona State,Houston,Defensive Back,Defense,1-4 Yrs
,Richard Leonard,CB,24,69,170,0,Florida Intl,Houston,Defensive Back,Defense,Rookie
25,Kareem Jackson,CB,28,70,188,7,Alabama,Houston,Defensive Back,Defense,5-8 Yrs
,Duke Thomas,CB,,71,178,0,Texas,Houston,Defensive Back,Defense,Rookie
24,Johnathan Joseph,CB,32,71,188,11,South Carolina,Houston,Defensive Back,Defense,9-12 Yrs
,Terrance Mitchell,CB,24,71,190,3,Oregon,Houston,Defensive Back,Defense,1-4 Yrs
30,Kevin Johnson,CB,23,71,188,2,Wake Forest,Houston,Defensive Back,Defense,1-4 Yrs
,Cleveland Wallace III,CB,22,71,188,0,San Jose State,Houston,Defensive Back,Defense,Rookie
31,Charles James II,DB,26,69,179,3,Charleston Southern,Houston,Defensive Back,Defense,1-4 Yrs
35,Eddie Pleasant,DB,27,70,210,4,Oregon,Houston,Defensive Back,Defense,1-4 Yrs
29,Andre Hal,DB,24,70,188,3,Vanderbilt,Houston,Defensive Back,Defense,1-4 Yrs
97,Jeoffrey Pagan,DE,23,75,310,3,Alabama,Houston,Front Seven,Defense,1-4 Yrs
,Eric Lee,DE,21,75,229,0,South Florida,Houston,Front Seven,Defense,Rookie
96,Dan Pettinato,DE,24,76,277,1,Arizona,Houston,Front Seven,Defense,1-4 Yrs
,Brennan Scarlett,DE,22,76,264,0,Stanford,Houston,Front Seven,Defense,Rookie
99,J.J. Watt,DE,27,77,289,6,Wisconsin,Houston,Front Seven,Defense,5-8 Yrs
75,Vince Wilfork,DT,34,74,325,13,Miami,Houston,Front Seven,Defense,13+ Yrs
92,Brandon Dunn,DT,23,74,300,2,Louisville,Houston,Front Seven,Defense,1-4 Yrs
95,Christian Covington,DT,22,74,289,2,Rice,Houston,Front Seven,Defense,1-4 Yrs
48,D.J. Reader,DT,22,75,340,0,Clemson,Houston,Front Seven,Defense,Rookie
,Ra'Zahn Howard,DT,21,75,325,0,Purdue,Houston,Front Seven,Defense,Rookie
91,Devon Still,DT,27,77,310,3,Penn State,Houston,Front Seven,Defense,1-4 Yrs
,Ufomba Kamalu,DT,23,77,291,0,Miami,Houston,Front Seven,Defense,Rookie
,Joel Heath,DT,23,78,291,0,Michigan State,Houston,Front Seven,Defense,Rookie
,Soma Vainuku,FB,24,71,249,0,USC,Houston,Tailback,Offense,Rookie
45,Jay Prosch,FB,23,73,256,3,Auburn,Houston,Tailback,Offense,1-4 Yrs
73,Karim Barton,G,24,75,313,1,Morgan State,Houston,Offensive Line,Offense,1-4 Yrs
71,Xavier Su'a-Filo,G,25,76,307,3,UCLA,Houston,Offensive Line,Offense,1-4 Yrs
62,Chad Slade,G,24,77,315,2,Auburn,Houston,Offensive Line,Offense,1-4 Yrs
50,Akeem Dent,LB,28,73,239,6,Georgia,Houston,Front Seven,Defense,5-8 Yrs
51,John Simon,LB,25,73,252,4,Ohio State,Houston,Front Seven,Defense,1-4 Yrs
48,Gerald Rivers,LB,26,74,250,2,Ole Miss,Houston,Front Seven,Defense,1-4 Yrs
58,Reshard Cliett,LB,24,74,222,2,South Florida,Houston,Front Seven,Defense,1-4 Yrs
,Shakeel Rashad,LB,22,74,245,0,North Carolina,Houston,Front Seven,Defense,Rookie
56,Brian Cushing,LB,29,75,249,8,USC,Houston,Front Seven,Defense,5-8 Yrs
52,Brian Peters,LB,27,75,235,2,Northwestern (IA),Houston,Front Seven,Defense,1-4 Yrs
53,Max Bullough,LB,24,75,249,2,Michigan State,Houston,Front Seven,Defense,1-4 Yrs
59,Whitney Mercilus,LB,26,76,258,5,Illinois,Houston,Front Seven,Defense,5-8 Yrs
44,Carlos Thompson,LB,24,76,243,2,Ole Miss,Houston,Front Seven,Defense,1-4 Yrs
49,Tony Washington,LB,24,76,247,1,Oregon,Houston,Front Seven,Defense,1-4 Yrs
,Ryan Langford,LB,23,76,235,0,New Mexico,Houston,Front Seven,Defense,Rookie
55,Benardrick McKinney,LB,23,76,246,2,Mississippi State,Houston,Front Seven,Defense,1-4 Yrs
90,Jadeveon Clowney,LB,23,77,266,3,South Carolina,Houston,Front Seven,Defense,1-4 Yrs
71,Jeff Allen,OL,26,76,306,5,Illinois,Houston,Offensive Line,Offense,5-8 Yrs
76,Duane Brown,OT,30,76,303,9,Virginia Tech,Houston,Offensive Line,Offense,9-12 Yrs
74,Chris Clark,OT,30,77,305,8,Southern Mississippi,Houston,Offensive Line,Offense,5-8 Yrs
78,Oday Aboushi,OT,25,77,308,4,Virginia,Houston,Offensive Line,Offense,1-4 Yrs
72,Derek Newton,OT,28,78,313,6,Arkansas State,Houston,Offensive Line,Offense,5-8 Yrs
69,Andrew McDonald,OT,27,78,310,2,Indiana,Houston,Offensive Line,Offense,1-4 Yrs
63,Kendall Lamm,OT,24,78,305,2,Appalachian State,Houston,Offensive Line,Offense,1-4 Yrs
,Arturo Uzdavinis,OT,23,78,295,0,Tulane,Houston,Offensive Line,Offense,Rookie
70,Jeff Adams,OT,26,79,305,3,Columbia,Houston,Offensive Line,Offense,1-4 Yrs
9,Shane Lechler,P,39,74,237,17,Texas A&M,Houston,Special Teams,Special Teams,13+ Yrs
8,Nick Novak,PK,34,72,198,9,Maryland,Houston,Special Teams,Special Teams,9-12 Yrs
5,Brandon Weeden,QB,32,76,228,5,Oklahoma State,Houston,QB,Offense,5-8 Yrs
3,Tom Savage,QB,26,76,228,3,Pittsburgh,Houston,QB,Offense,1-4 Yrs
17,Brock Osweiler,QB,25,80,240,5,Arizona State,Houston,QB,Offense,5-8 Yrs
7,Tyler Ervin,RB,22,69,192,0,San Jose State,Houston,Tailback,Offense,Rookie
41,Jonathan Grimes,RB,26,70,209,4,William & Mary,Houston,Tailback,Offense,1-4 Yrs
26,Lamar Miller,RB,25,70,225,5,Miami,Houston,Tailback,Offense,5-8 Yrs
33,Akeem Hunt,RB,23,70,190,2,Purdue,Houston,Tailback,Offense,1-4 Yrs
22,Kenny Hilliard,RB,24,71,226,1,LSU,Houston,Tailback,Offense,1-4 Yrs
28,Alfred Blue,RB,25,74,223,3,LSU,Houston,Tailback,Offense,1-4 Yrs
9,KJ Dillon,S,22,72,210,0,West Virginia,Houston,Defensive Back,Defense,Rookie
27,Quintin Demps,S,31,71,208,9,UTEP,Houston,Defensive Back,Defense,9-12 Yrs
20,Antonio Allen,S,27,73,210,5,South Carolina,Houston,Defensive Back,Defense,5-8 Yrs
40,Kurtis Drummond,S,24,73,208,2,Michigan State,Houston,Defensive Back,Defense,1-4 Yrs
43,Corey Moore,S,23,74,206,1,Georgia,Houston,Defensive Back,Defense,1-4 Yrs
39,Lonnie Ballentine,S,23,75,215,3,Memphis,Houston,Defensive Back,Defense,1-4 Yrs
,Stephen Anderson,TE,23,74,215,0,California,Houston,Tight End,Offense,Rookie
81,Anthony Denham,TE,25,76,235,2,Utah,Houston,Tight End,Offense,1-4 Yrs
87,C.J. Fiedorowicz,TE,24,77,265,3,Iowa,Houston,Tight End,Offense,1-4 Yrs
84,Ryan Griffin,TE,26,78,254,4,Connecticut,Houston,Tight End,Offense,1-4 Yrs
83,Eric Tomlinson,TE,24,78,263,1,UTEP,Houston,Tight End,Offense,1-4 Yrs
18,Cecil Shorts III,WR,28,72,202,6,Mount Union,Houston,Wide Receiver,Offense,5-8 Yrs
19,Josh Lenz,WR,25,72,194,1,Iowa State,Houston,Wide Receiver,Offense,1-4 Yrs
12,Keith Mumphery,WR,24,72,215,2,Michigan State,Houston,Wide Receiver,Offense,1-4 Yrs
7,Will Fuller,WR,22,72,172,0,Notre Dame,Houston,Wide Receiver,Offense,Rookie
,Wendall Williams,WR,25,70,185,0,Cumberland College,Houston,Wide Receiver,Offense,Rookie
10,DeAndre Hopkins,WR,24,73,218,4,Clemson,Houston,Wide Receiver,Offense,1-4 Yrs
1,Braxton Miller,WR,23,73,204,0,Ohio State,Houston,Wide Receiver,Offense,Rookie
,Tevin Jones,WR,23,74,216,0,Memphis,Houston,Wide Receiver,Offense,Rookie
11,Jaelen Strong,WR,22,74,217,2,Arizona State,Houston,Wide Receiver,Offense,1-4 Yrs
,Richard Mullaney,WR,23,75,208,0,Alabama,Houston,Wide Receiver,Offense,Rookie
45,Matt Overton,C,31,73,243,5,Western Washington,Indianapolis,Offensive Line,Offense,5-8 Yrs
63,Austin Blythe,C,24,74,291,0,Iowa,Indianapolis,Offensive Line,Offense,Rookie
72,Jonotthan Harrison,C,24,76,308,3,Florida,Indianapolis,Offensive Line,Offense,1-4 Yrs
70,Ryan Kelly,C,23,76,302,0,Alabama,Indianapolis,Offensive Line,Offense,Rookie
39,Tay Glover-Wright,CB,24,72,175,1,Utah State,Indianapolis,Defensive Back,Defense,1-4 Yrs
43,Tevin Mitchel,CB,23,72,183,2,Arkansas,Indianapolis,Defensive Back,Defense,1-4 Yrs
,Darius White,CB,22,72,180,0,California,Indianapolis,Defensive Back,Defense,Rookie
,Frankie Williams,CB,23,69,185,0,Purdue,Indianapolis,Defensive Back,Defense,Rookie
20,Darius Butler,CB,30,70,188,8,Connecticut,Indianapolis,Defensive Back,Defense,5-8 Yrs
21,Vontae Davis,CB,28,71,207,8,Illinois,Indianapolis,Defensive Back,Defense,5-8 Yrs
25,Patrick Robinson,CB,28,71,191,7,Florida State,Indianapolis,Defensive Back,Defense,5-8 Yrs
30,D'Joun Smith,CB,23,71,193,2,Florida Atlantic,Indianapolis,Defensive Back,Defense,1-4 Yrs
31,Jalil Brown,CB,28,73,210,6,Colorado,Indianapolis,Defensive Back,Defense,5-8 Yrs
,Daniel Davie,CB,22,73,185,0,Nebraska,Indianapolis,Defensive Back,Defense,Rookie
41,Dezmen Southward,CB,25,74,210,3,Wisconsin,Indianapolis,Defensive Back,Defense,1-4 Yrs
,Chris Milton,DB,23,71,185,0,Georgia Tech,Indianapolis,Defensive Back,Defense,Rookie
,Ron Thompson,DE,22,74,254,0,Syracuse,Indianapolis,Front Seven,Defense,Rookie
90,Kendall Langford,DE,30,78,305,9,Hampton,Indianapolis,Front Seven,Defense,9-12 Yrs
95,Earl Okine,DE,26,78,290,1,Florida,Indianapolis,Front Seven,Defense,1-4 Yrs
64,Kelcy Quarles,DL,24,76,294,2,South Carolina,Indianapolis,Front Seven,Defense,1-4 Yrs
67,T.Y. McGill,DT,23,72,299,2,NC State,Indianapolis,Front Seven,Defense,1-4 Yrs
94,Zach Kerr,DT,25,74,334,3,Delaware,Indianapolis,Front Seven,Defense,1-4 Yrs
54,David Parry,DT,24,74,310,2,Stanford,Indianapolis,Front Seven,Defense,1-4 Yrs
97,Arthur Jones,DT,30,75,337,7,Syracuse,Indianapolis,Front Seven,Defense,5-8 Yrs
68,Ricky Lumpkin,DT,27,75,300,1,Kentucky,Indianapolis,Front Seven,Defense,1-4 Yrs
,Sterling Bailey,DT,23,76,277,0,Georgia,Indianapolis,Front Seven,Defense,Rookie
98,Hassan Ridgeway,DT,21,76,307,0,Texas,Indianapolis,Front Seven,Defense,Rookie
,Delvon Simmons,DT,23,77,295,0,USC,Indianapolis,Front Seven,Defense,Rookie
96,Henry Anderson,DT,24,78,300,2,Stanford,Indianapolis,Front Seven,Defense,1-4 Yrs
27,Winston Guy,FS,26,73,220,4,Kentucky,Indianapolis,Defensive Back,Defense,1-4 Yrs
69,Hugh Thornton,G,25,75,324,4,Illinois,Indianapolis,Offensive Line,Offense,1-4 Yrs
65,Kitt O'Brien,G,26,77,310,1,Ball State,Indianapolis,Offensive Line,Offense,1-4 Yrs
,Isiah Cage,G,22,77,312,0,Wisconsin-Eau Claire,Indianapolis,Offensive Line,Offense,Rookie
52,D'Qwell Jackson,LB,32,72,242,11,Maryland,Indianapolis,Front Seven,Defense,9-12 Yrs
57,Josh McNary,LB,28,72,251,3,Army,Indianapolis,Front Seven,Defense,1-4 Yrs
49,Amarlo Herrera,LB,24,72,244,1,Georgia,Indianapolis,Front Seven,Defense,1-4 Yrs
53,Edwin Jackson,LB,24,72,230,1,Georgia Southern,Indianapolis,Front Seven,Defense,1-4 Yrs
48,Junior Sylvestre,LB,24,72,222,2,Toledo,Indianapolis,Front Seven,Defense,1-4 Yrs
55,Nate Irving,LB,28,73,253,6,NC State,Indianapolis,Front Seven,Defense,5-8 Yrs
51,Sio Moore,LB,26,73,245,4,Connecticut,Indianapolis,Front Seven,Defense,1-4 Yrs
3,Antonio Morrison,LB,21,73,232,0,Florida,Indianapolis,Front Seven,Defense,Rookie
98,Robert Mathis,LB,35,74,245,14,Alabama A&M,Indianapolis,Front Seven,Defense,13+ Yrs
93,Erik Walden,LB,30,74,250,9,Middle Tennessee,Indianapolis,Front Seven,Defense,9-12 Yrs
9,Trevor Bates,LB,22,74,245,0,Maine,Indianapolis,Front Seven,Defense,Rookie
58,Trent Cole,LB,33,75,270,12,Cincinnati,Indianapolis,Front Seven,Defense,9-12 Yrs
,Curt Maggitt,LB,23,75,247,0,Tennessee,Indianapolis,Front Seven,Defense,Rookie
75,Jack Mewhort,OG,24,78,312,3,Ohio State,Indianapolis,Offensive Line,Offense,1-4 Yrs
76,Joe Reitz,OG,30,79,323,6,Western Michigan,Indianapolis,Offensive Line,Offense,5-8 Yrs
,Adam Redmond,OL,23,78,290,0,Harvard,Indianapolis,Offensive Line,Offense,Rookie
62,Le'Raven Clark,OT,23,77,312,0,Texas Tech,Indianapolis,Offensive Line,Offense,Rookie
71,Denzelle Good,OT,25,78,340,2,Mars Hill,Indianapolis,Offensive Line,Offense,1-4 Yrs
66,Kevin Graf,OT,25,78,309,1,USC,Indianapolis,Offensive Line,Offense,1-4 Yrs
59,Joe Haeg,OT,23,78,307,0,North Dakota State,Indianapolis,Offensive Line,Offense,Rookie
74,Anthony Castonzo,OT,27,79,311,6,Boston College,Indianapolis,Offensive Line,Offense,5-8 Yrs
73,Mitchell Van Dyk,OT,25,79,299,2,Portland State,Indianapolis,Offensive Line,Offense,1-4 Yrs
1,Pat McAfee,P,29,73,233,8,West Virginia,Indianapolis,Special Teams,Special Teams,5-8 Yrs
4,Adam Vinatieri,PK,43,72,206,21,South Dakota State,Indianapolis,Special Teams,Special Teams,13+ Yrs
16,Scott Tolzien,QB,28,74,213,6,Wisconsin,Indianapolis,QB,Offense,5-8 Yrs
7,Stephen Morris,QB,23,74,218,1,Miami,Indianapolis,QB,Offense,1-4 Yrs
12,Andrew Luck,QB,26,76,240,5,Stanford,Indianapolis,QB,Offense,5-8 Yrs
40,Trey Williams,RB,23,67,195,2,Texas A&M,Indianapolis,Tailback,Offense,1-4 Yrs
23,Frank Gore,RB,33,69,217,12,Miami,Indianapolis,Tailback,Offense,9-12 Yrs
28,Jordan Todman,RB,26,69,203,5,Connecticut,Indianapolis,Tailback,Offense,5-8 Yrs
6,Josh Ferguson,RB,23,69,198,0,Illinois,Indianapolis,Tailback,Offense,Rookie
33,Robert Turbin,RB,26,70,222,5,Utah State,Indianapolis,Tailback,Offense,5-8 Yrs
38,Tyler Varga,RB,22,70,225,2,Yale,Indianapolis,Tailback,Offense,1-4 Yrs
,Stefan McClure,S,23,71,201,0,California,Indianapolis,Defensive Back,Defense,Rookie
35,Akeem Davis,S,26,73,200,3,Memphis,Indianapolis,Defensive Back,Defense,1-4 Yrs
,Andrew Williamson,S,23,73,209,0,Vanderbilt,Indianapolis,Defensive Back,Defense,Rookie
15,T.J. Green,S,21,74,209,0,Clemson,Indianapolis,Defensive Back,Defense,Rookie
29,Mike Adams,SS,35,71,205,13,Delaware,Indianapolis,Defensive Back,Defense,13+ Yrs
42,Clayton Geathers,SS,24,73,215,2,UCF,Indianapolis,Defensive Back,Defense,1-4 Yrs
44,Emil Igwenagu,TE,27,74,245,2,Massachusetts,Indianapolis,Tight End,Offense,1-4 Yrs
83,Dwayne Allen,TE,26,75,265,5,Clemson,Indianapolis,Tight End,Offense,5-8 Yrs
80,Mike McFarland,TE,24,77,252,2,South Florida,Indianapolis,Tight End,Offense,1-4 Yrs
86,Erik Swoope,TE,24,77,246,1,Miami,Indianapolis,Tight End,Offense,1-4 Yrs
,Darion Griswold,TE,23,77,255,0,Arkansas State,Indianapolis,Tight End,Offense,Rookie
84,Jack Doyle,TE,26,78,267,4,Western Kentucky,Indianapolis,Tight End,Offense,1-4 Yrs
,Mike Miller,TE,24,78,249,0,Taylor Trojans,Indianapolis,Tight End,Offense,Rookie
,Danny Anthrop,WR,23,72,181,0,Purdue,Indianapolis,Wide Receiver,Offense,Rookie
,Marcus Leak,WR,23,72,210,0,Maryland,Indianapolis,Wide Receiver,Offense,Rookie
13,T.Y. Hilton,WR,26,69,180,5,Florida Intl,Indianapolis,Wide Receiver,Offense,5-8 Yrs
11,Quan Bray,WR,23,70,195,2,Auburn,Indianapolis,Wide Receiver,Offense,1-4 Yrs
15,Phillip Dorsett,WR,23,70,185,2,Miami,Indianapolis,Wide Receiver,Offense,1-4 Yrs
17,Josh Boyce,WR,25,71,205,3,TCU,Indianapolis,Wide Receiver,Offense,1-4 Yrs
14,Joshua Stangby,WR,25,71,185,1,,Indianapolis,Wide Receiver,Offense,1-4 Yrs
,Chester Rogers,WR,22,73,181,0,Grambling State,Indianapolis,Wide Receiver,Offense,Rookie
,Tevaun Smith,WR,23,74,201,0,Iowa,Indianapolis,Wide Receiver,Offense,Rookie
10,Donte Moncrief,WR,22,74,222,3,Ole Miss,Indianapolis,Wide Receiver,Offense,1-4 Yrs
81,Brian Tyms,WR,27,75,204,4,Florida A&M,Indianapolis,Wide Receiver,Offense,1-4 Yrs
,Mekale McKay,WR,22,75,204,0,Cincinnati,Indianapolis,Wide Receiver,Offense,Rookie
46,Carson Tinker,C,26,72,250,4,Alabama,Jacksonville,Offensive Line,Offense,1-4 Yrs
70,Luke Bowanko,C,25,78,310,3,Virginia,Jacksonville,Offensive Line,Offense,1-4 Yrs
,Prince Amukamara,CB,27,72,207,6,Nebraska,Jacksonville,Defensive Back,Defense,5-8 Yrs
22,Aaron Colvin,CB,24,72,194,3,Oklahoma,Jacksonville,Defensive Back,Defense,1-4 Yrs
,Briean Boddy-Calhoun,CB,23,69,193,0,Minnesota,Jacksonville,Defensive Back,Defense,Rookie
,Mike Hilton,CB,22,69,184,0,Ole Miss,Jacksonville,Defensive Back,Defense,Rookie
